EHST0100,LM:2023/05/02 19:16:15:630,FD:00001,LD:00115,RC:00115,MC:05000,TO:00000,             
00001,00001,                                                                ,00000,0000,2023/04/24 19:04:39:727,000,00000,0000000000,0000000001,0007050300,   
00002,00502,                                                                ,00000,0000,2023/04/24 19:04:41:886,000,00000,0000000000,0000000000,0000000000,   
00003,00020,                                                                ,00000,0000,2023/04/24 19:04:41:888,000,00000,0000000000,0000000002,0000000001,   
00004,01104,                                                                ,00000,0000,2023/04/24 19:04:43:257,000,00000,0000000000,0000000012,0000000000,   
00005,00120,                                                                ,00000,0000,2023/04/24 19:04:44:669,000,00000,0000000000,0000000001,0000000000,   
00006,00127,                                                                ,00000,0000,2023/04/24 19:04:44:990,000,00000,0000000000,0000000000,0000000000,   
00007,01104,                                                                ,00000,0000,2023/04/24 19:04:45:043,000,00000,0000000000,0000000016,0000000000,   
00008,07024,                                                                ,00000,E1BE,2023/04/24 19:05:24:370,000,00000,0000000000,0000000001,0000000000,   
00009,00008,                                                                ,00000,0000,2023/04/24 19:21:02:167,000,00000,0000000000,0000000000,0000000001,   
00010,00025,                                                                ,00000,0000,2023/04/24 19:21:03:496,000,00000,0000000000,0000000001,0000000001,   
00011,00003,                                                                ,00000,0000,2023/04/24 19:21:09:938,000,00000,0000000000,0000000000,0000000000,   
00012,00001,                                                                ,00000,0000,2023/04/24 19:21:20:974,000,00000,0000000000,0000000001,0007050300,   
00013,00120,                                                                ,00000,0000,2023/04/24 19:21:26:030,000,00000,0000000000,0000000001,0000000000,   
00014,00127,                                                                ,00000,0000,2023/04/24 19:21:26:703,000,00000,0000000000,0000000000,0000000000,   
00015,00008,                                                                ,00000,0000,2023/04/24 19:22:24:880,000,00000,0000000000,0000000001,0000000001,   
00016,00025,                                                                ,00000,0000,2023/04/24 19:22:26:187,000,00000,0000000000,0000000001,0000000002,   
00017,00003,                                                                ,00000,0000,2023/04/24 19:22:30:769,000,00000,0000000000,0000000000,0000000000,   
00018,00001,                                                                ,00000,0000,2023/04/24 19:22:42:681,000,00000,0000000000,0000000001,0007050300,   
00019,00120,                                                                ,00000,0000,2023/04/24 19:22:49:457,000,00000,0000000000,0000000001,0000000000,   
00020,00127,                                                                ,00000,0000,2023/04/24 19:22:50:734,000,00000,0000000000,0000000000,0000000000,   
00021,00008,                                                                ,00000,0000,2023/04/24 19:24:04:601,000,00000,0000000000,0000000002,0000000001,   
00022,00025,                                                                ,00000,0000,2023/04/24 19:24:05:941,000,00000,0000000000,0000000001,0000000003,   
00023,00003,                                                                ,00000,0000,2023/04/24 19:24:11:365,000,00000,0000000000,0000000000,0000000000,   
00024,00001,                                                                ,00000,0000,2023/04/24 19:24:22:490,000,00000,0000000000,0000000001,0007050300,   
00025,00120,                                                                ,00000,0000,2023/04/24 19:24:31:320,000,00000,0000000000,0000000001,0000000000,   
00026,00127,                                                                ,00000,0000,2023/04/24 19:24:33:161,000,00000,0000000000,0000000000,0000000000,   
00027,00005,main                                                            ,00006,0000,2023/04/24 19:28:09:233,000,00000,0000000001,0000000000,0000000000,   
00028,07773,viditelnost                                                     ,00289,E4D9,2023/04/24 19:28:09:392,000,00000,0000000001,0000000001,0000000000,   
00029,00126,                                                                ,00000,0000,2023/04/25 10:48:07:487,000,00000,0000000000,0000000000,0000000000,   
00030,00123,                                                                ,00000,0000,2023/04/25 10:48:07:520,000,00000,0000000000,0000000000,0000000000,   
00031,00123,                                                                ,00000,0000,2023/04/25 10:48:07:520,000,00000,0000000000,0000000000,0000000000,   
00032,01555,                                                                ,00000,0000,2023/04/25 10:48:10:250,000,00000,0000000000,0050331848,0000010053,   
00033,00001,                                                                ,00000,0000,2023/04/25 12:45:52:448,000,00000,0000000000,0000000001,0007050300,   
00034,00120,                                                                ,00000,0000,2023/04/25 12:46:01:894,000,00000,0000000000,0000000001,0000000000,   
00035,00127,                                                                ,00000,0000,2023/04/25 12:46:08:971,000,00000,0000000000,0000000000,0000000000,   
00036,00005,main                                                            ,00006,0000,2023/04/25 13:38:15:667,000,00000,0000000001,0000000000,0000000000,   
00037,07774,viditelnost                                                     ,00289,E4D9,2023/04/25 13:38:16:052,000,00000,0000000001,0000000001,0000000000,   
00038,00005,main                                                            ,00006,0000,2023/04/25 13:39:43:564,000,00000,0000000001,0000000000,0000000000,   
00039,07774,viditelnost                                                     ,00289,E4D9,2023/04/25 13:39:43:914,000,00000,0000000001,0000000001,0000000000,   
00040,00005,main                                                            ,00006,0000,2023/04/25 13:41:13:779,000,00000,0000000001,0000000000,0000000000,   
00041,07774,sim_dily_2                                                      ,00191,E4DB,2023/04/25 13:41:14:622,000,00000,0000000001,0000000002,0000000000,   
00042,00005,main                                                            ,00006,0000,2023/04/25 13:43:27:255,000,00000,0000000001,0000000000,0000000000,   
00043,00005,main                                                            ,00006,0000,2023/04/25 13:47:04:812,000,00000,0000000001,0000000000,0000000000,   
00044,00005,main                                                            ,00006,0000,2023/04/25 13:49:13:714,000,00000,0000000001,0000000000,0000000000,   
00045,00005,main                                                            ,00006,0000,2023/04/25 13:55:26:049,000,00000,0000000001,0000000000,0000000000,   
00046,00005,main                                                            ,00006,0000,2023/04/25 14:01:53:001,000,00000,0000000001,0000000000,0000000000,   
00047,00005,main                                                            ,00006,0000,2023/04/25 14:04:20:623,000,00000,0000000001,0000000000,0000000000,   
00048,00005,main                                                            ,00006,0000,2023/04/25 14:09:25:278,000,00000,0000000001,0000000000,0000000000,   
00049,00005,main                                                            ,00006,0000,2023/04/25 14:10:33:273,000,00000,0000000001,0000000000,0000000000,   
00050,00005,main                                                            ,00006,0000,2023/04/25 14:11:57:534,000,00000,0000000001,0000000000,0000000000,   
00051,00005,main                                                            ,00006,0000,2023/04/25 14:12:35:909,000,00000,0000000001,0000000000,0000000000,   
00052,00005,main                                                            ,00006,0000,2023/04/25 14:13:14:466,000,00000,0000000001,0000000000,0000000000,   
00053,00005,main                                                            ,00006,0000,2023/04/25 14:15:03:153,000,00000,0000000001,0000000000,0000000000,   
00054,00005,main                                                            ,00006,0000,2023/04/25 14:18:09:309,000,00000,0000000001,0000000000,0000000000,   
00055,00005,main                                                            ,00006,0000,2023/04/25 14:19:07:192,000,00000,0000000001,0000000000,0000000000,   
00056,00005,main                                                            ,00006,0000,2023/04/25 14:20:24:776,000,00000,0000000001,0000000000,0000000000,   
00057,00005,main                                                            ,00006,0000,2023/04/25 14:21:02:571,000,00000,0000000001,0000000000,0000000000,   
00058,00005,main                                                            ,00006,0000,2023/04/25 14:21:41:163,000,00000,0000000001,0000000000,0000000000,   
00059,00005,main                                                            ,00006,0000,2023/04/25 14:59:21:092,000,00000,0000000001,0000000000,0000000000,   
00060,00005,main                                                            ,00006,0000,2023/04/25 15:11:45:324,000,00000,0000000001,0000000000,0000000000,   
00061,00005,main                                                            ,00006,0000,2023/04/25 15:16:37:304,000,00000,0000000001,0000000000,0000000000,   
00062,00005,main                                                            ,00006,0000,2023/04/25 15:20:31:146,000,00000,0000000001,0000000000,0000000000,   
00063,00126,                                                                ,00000,0000,2023/04/25 15:31:09:148,000,00000,0000000000,0000000000,0000000000,   
00064,00123,                                                                ,00000,0000,2023/04/25 15:31:09:149,000,00000,0000000000,0000000000,0000000000,   
00065,00123,                                                                ,00000,0000,2023/04/25 15:31:09:239,000,00000,0000000000,0000000000,0000000000,   
00066,00003,                                                                ,00000,0000,2023/04/25 15:31:17:220,000,00000,0000000000,0000000000,0000000000,   
00067,00001,                                                                ,00000,0000,2023/04/25 15:37:41:629,000,00000,0000000000,0000000001,0007050300,   
00068,00120,                                                                ,00000,0000,2023/04/25 15:37:49:749,000,00000,0000000000,0000000001,0000000000,   
00069,00127,                                                                ,00000,0000,2023/04/25 15:39:34:442,000,00000,0000000000,0000000000,0000000000,   
00070,00005,main                                                            ,00006,0000,2023/04/25 16:24:11:514,000,00000,0000000001,0000000000,0000000000,   
00071,00005,main                                                            ,00006,0000,2023/04/25 16:26:48:562,000,00000,0000000001,0000000000,0000000000,   
00072,00005,main                                                            ,00006,0000,2023/04/25 17:08:57:603,000,00000,0000000001,0000000000,0000000000,   
00073,00005,main                                                            ,00006,0000,2023/04/25 17:10:20:163,000,00000,0000000001,0000000000,0000000000,   
00074,00005,main                                                            ,00006,0000,2023/04/25 17:12:04:809,000,00000,0000000001,0000000000,0000000000,   
00075,00126,                                                                ,00000,0000,2023/04/25 21:46:20:658,000,00000,0000000000,0000000000,0000000000,   
00076,00123,                                                                ,00000,0000,2023/04/25 21:46:20:660,000,00000,0000000000,0000000000,0000000000,   
00077,00123,                                                                ,00000,0000,2023/04/25 21:46:20:725,000,00000,0000000000,0000000000,0000000000,   
00078,00003,                                                                ,00000,0000,2023/04/25 21:46:28:019,000,00000,0000000000,0000000000,0000000000,   
00079,00001,                                                                ,00000,0000,2023/04/26 08:21:53:620,000,00000,0000000000,0000000001,0007050300,   
00080,00120,                                                                ,00000,0000,2023/04/26 08:22:01:841,000,00000,0000000000,0000000001,0000000000,   
00081,00127,                                                                ,00000,0000,2023/04/26 08:23:46:269,000,00000,0000000000,0000000000,0000000000,   
00082,00005,main                                                            ,00006,0000,2023/04/26 08:27:25:562,000,00000,0000000001,0000000000,0000000000,   
00083,00126,                                                                ,00000,0000,2023/04/26 09:10:06:656,000,00000,0000000000,0000000000,0000000000,   
00084,00123,                                                                ,00000,0000,2023/04/26 09:10:06:658,000,00000,0000000000,0000000000,0000000000,   
00085,00123,                                                                ,00000,0000,2023/04/26 09:10:06:729,000,00000,0000000000,0000000000,0000000000,   
00086,00003,                                                                ,00000,0000,2023/04/26 09:10:14:389,000,00000,0000000000,0000000000,0000000000,   
00087,00001,                                                                ,00000,0000,2023/05/02 10:50:05:023,000,00000,0000000000,0000000001,0007050300,   
00088,00120,                                                                ,00000,0000,2023/05/02 10:50:15:424,000,00000,0000000000,0000000001,0000000000,   
00089,00127,                                                                ,00000,0000,2023/05/02 10:52:14:566,000,00000,0000000000,0000000000,0000000000,   
00090,00005,main                                                            ,00006,0000,2023/05/02 10:56:25:196,000,00000,0000000001,0000000000,0000000000,   
00091,00126,                                                                ,00000,0000,2023/05/02 11:19:40:485,000,00000,0000000000,0000000000,0000000000,   
00092,00123,                                                                ,00000,0000,2023/05/02 11:19:40:486,000,00000,0000000000,0000000000,0000000000,   
00093,00123,                                                                ,00000,0000,2023/05/02 11:19:40:557,000,00000,0000000000,0000000000,0000000000,   
00094,00003,                                                                ,00000,0000,2023/05/02 11:19:47:906,000,00000,0000000000,0000000000,0000000000,   
00095,00001,                                                                ,00000,0000,2023/05/02 17:00:16:772,000,00000,0000000000,0000000001,0007050300,   
00096,00120,                                                                ,00000,0000,2023/05/02 17:00:25:469,000,00000,0000000000,0000000001,0000000000,   
00097,00127,                                                                ,00000,0000,2023/05/02 17:02:15:468,000,00000,0000000000,0000000000,0000000000,   
00098,00005,main                                                            ,00006,0000,2023/05/02 17:03:39:988,000,00000,0000000001,0000000000,0000000000,   
00099,00126,                                                                ,00000,0000,2023/05/02 17:07:50:985,000,00000,0000000000,0000000000,0000000000,   
00100,00005,main                                                            ,00006,0000,2023/05/02 17:08:09:367,000,00000,0000000001,0000000000,0000000001,   
00101,00127,                                                                ,00000,0000,2023/05/02 17:15:31:356,000,00000,0000000000,0000000000,0000000000,   
00102,00008,                                                                ,00000,0000,2023/05/02 17:33:11:477,000,00000,0000000000,0000000003,0000000001,   
00103,00005,main                                                            ,00006,0000,2023/05/02 18:02:15:880,000,00000,0000000001,0000000000,0000000000,   
00104,00005,main                                                            ,00006,0000,2023/05/02 18:10:53:673,000,00000,0000000001,0000000000,0000000000,   
00105,00126,                                                                ,00000,0000,2023/05/02 18:15:51:548,000,00000,0000000000,0000000000,0000000000,   
00106,00123,                                                                ,00000,0000,2023/05/02 18:15:51:549,000,00000,0000000000,0000000000,0000000000,   
00107,00123,                                                                ,00000,0000,2023/05/02 18:15:51:621,000,00000,0000000000,0000000000,0000000000,   
00108,00003,                                                                ,00000,0000,2023/05/02 18:15:58:876,000,00000,0000000000,0000000000,0000000000,   
00109,00001,                                                                ,00000,0000,2023/05/02 18:36:41:930,000,00000,0000000000,0000000001,0007050300,   
00110,00120,                                                                ,00000,0000,2023/05/02 18:36:50:448,000,00000,0000000000,0000000001,0000000000,   
00111,00127,                                                                ,00000,0000,2023/05/02 18:38:37:515,000,00000,0000000000,0000000000,0000000000,   
00112,00005,main                                                            ,00006,0000,2023/05/02 18:40:18:966,000,00000,0000000001,0000000000,0000000000,   
00113,00005,main                                                            ,00006,0000,2023/05/02 18:40:36:675,000,00000,0000000001,0000000000,0000000000,   
00114,00005,main                                                            ,00006,0000,2023/05/02 18:46:04:816,000,00000,0000000001,0000000000,0000000000,   
00115,00008,                                                                ,00000,0000,2023/05/02 19:16:15:630,000,00000,0000000000,0000000003,0000000001,   
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
